instance_id,human_label
python__mypy-15490,"IS-2,SC-1",,
python__mypy-15625,"SC-1,IS-2",,
python__mypy-15700,No Misalignment,,
python__mypy-15722,No Misalignment,,
python__mypy-15920,No Misalignment,,
python__mypy-15976,No Misalignment,,
python__mypy-16053,No Misalignment,,
python__mypy-16061,No Misalignment,,
python__mypy-16080,No Misalignment,,
python__mypy-16237,SC-2,,
python__mypy-16315,UL-1,,
python__mypy-16541,No Misalignment,,
python__mypy-16556,DP-1,,
python__mypy-16781,No Misalignment,,
python__mypy-16856,No Misalignment,,
python__mypy-17182,DP-1,,
python__mypy-17276,"SC-2,IS-1",,
python__mypy-9102,No Misalignment,,
python__mypy-9577,UL-1,,
python__mypy-9881,No Misalignment,,
python__mypy-9906,No Misalignment,,
pandas-dev__pandas-47273,No Misalignment,,
pandas-dev__pandas-47475,SC-2,,
pandas-dev__pandas-47508,No Misalignment,,
pandas-dev__pandas-47547,No Misalignment,,
pandas-dev__pandas-47585,DP-1,,
pandas-dev__pandas-47633,UL-1,,
pandas-dev__pandas-47643,UL-1,,
pandas-dev__pandas-47749,"FP-1,IS-2",,
pandas-dev__pandas-47757,No Misalignment,,
pandas-dev__pandas-47804,No Misalignment,,
pandas-dev__pandas-47810,No Misalignment,,
pandas-dev__pandas-47841,No Misalignment,,
pandas-dev__pandas-47860,UL-1,,
pandas-dev__pandas-48022,No Misalignment,,
pandas-dev__pandas-48057,No Misalignment,,
pandas-dev__pandas-48149,No Misalignment,,
pandas-dev__pandas-48579,UL-1,,
pandas-dev__pandas-48651,No Misalignment,,
pandas-dev__pandas-48693,No Misalignment,,
pandas-dev__pandas-48713,No Misalignment,,
pandas-dev__pandas-48824,No Misalignment,,
pandas-dev__pandas-48853,"FP-2,IS-2",,
pandas-dev__pandas-48854,No Misalignment,,
pandas-dev__pandas-48954,No Misalignment,,
pandas-dev__pandas-48966,No Misalignment,,
pandas-dev__pandas-49092,No Misalignment,,
pandas-dev__pandas-49118,No Misalignment,,
pandas-dev__pandas-49120,No Misalignment,,
pandas-dev__pandas-49127,No Misalignment,,
pandas-dev__pandas-49186,"IS-1,UL-1",,
pandas-dev__pandas-49446,IS-2,,
pandas-dev__pandas-49536,"UL-1,Others",,
pandas-dev__pandas-49579,No Misalignment,,
pandas-dev__pandas-49637,"SC-1,DP-1",,
pandas-dev__pandas-49738,"DP-1,IS-2",,
pandas-dev__pandas-49747,SC-1,,
pandas-dev__pandas-49875,SC-1,,
pandas-dev__pandas-49908,No Misalignment,,
pandas-dev__pandas-50038,No Misalignment,,
pandas-dev__pandas-50056,No Misalignment,,
pandas-dev__pandas-50148,IS-1,,
pandas-dev__pandas-50151,No Misalignment,,
pandas-dev__pandas-50170,IS-1,,
pandas-dev__pandas-50203,FP-2,,
pandas-dev__pandas-50252,No Misalignment,,
pandas-dev__pandas-50309,SC-2,,
pandas-dev__pandas-50322,SC-1,,
pandas-dev__pandas-50328,IS-1,,
pandas-dev__pandas-50331,No Misalignment,,
pandas-dev__pandas-50464,UL-1,,
pandas-dev__pandas-50505,No Misalignment,,
pandas-dev__pandas-50572,No Misalignment,,
pandas-dev__pandas-50606,No Misalignment,,
pandas-dev__pandas-50627,"UL-1,IS-2,Others",,
pandas-dev__pandas-50676,"UL-1,FP-1,IS-2",,
pandas-dev__pandas-50734,"FP-2,IS-2",,
pandas-dev__pandas-50757,No Misalignment,,
pandas-dev__pandas-50849,No Misalignment,,
pandas-dev__pandas-50909,UL-1,,
pandas-dev__pandas-50939,"SC-1,UL-1",,
pandas-dev__pandas-50955,No Misalignment,,
pandas-dev__pandas-51019,UL-1,,
pandas-dev__pandas-51206,"FP-2,UL-1",,
pandas-dev__pandas-51241,"IS-1,FP-2",,
pandas-dev__pandas-51346,No Misalignment,,
pandas-dev__pandas-51355,IS-1,,
pandas-dev__pandas-51398,IS-2,,
pandas-dev__pandas-51423,No Misalignment,,
pandas-dev__pandas-51585,No Misalignment,,
pandas-dev__pandas-51817,UL-1,,
pandas-dev__pandas-51936,FP-1,,
pandas-dev__pandas-51967,No Misalignment,,
pandas-dev__pandas-51979,No Misalignment,,
pandas-dev__pandas-51997,"UL,Others",,
pandas-dev__pandas-52042,"FP-2,UL-1",,
pandas-dev__pandas-52077,No Misalignment,,
pandas-dev__pandas-52135,IS-1,,
pandas-dev__pandas-52177,No Misalignment,,
pandas-dev__pandas-52180,No Misalignment,,
pandas-dev__pandas-52194,No Misalignment,,
pandas-dev__pandas-52220,No Misalignment,,
pandas-dev__pandas-52236,No Misalignment,,
pandas-dev__pandas-52459,UL-1,,
pandas-dev__pandas-52496,No Misalignment,,
pandas-dev__pandas-52566,No Misalignment,,
pandas-dev__pandas-52572,No Misalignment,,
pandas-dev__pandas-52620,No Misalignment,,
pandas-dev__pandas-52952,"IS-1,UL-1",,
pandas-dev__pandas-53102,No Misalignment,,
pandas-dev__pandas-53360,IS-2,,
pandas-dev__pandas-53397,UL-1,,
pandas-dev__pandas-53496,SC-2,,
pandas-dev__pandas-53511,"UL-1,DP-1",,
pandas-dev__pandas-53681,IS-1,,
pandas-dev__pandas-53698,IS-2,,
pandas-dev__pandas-53795,No Misalignment,,
pandas-dev__pandas-53809,UL-1,,
pandas-dev__pandas-53855,No Misalignment,,
pandas-dev__pandas-53974,UL-1,,
pandas-dev__pandas-54025,DP-1,,
pandas-dev__pandas-54074,DP-1,,
pandas-dev__pandas-54109,SC-1,,
pandas-dev__pandas-54174,UL-1,,
pandas-dev__pandas-54179,IS-1,,
pandas-dev__pandas-54189,No Misalignment,,
pandas-dev__pandas-55058,SC-1,,
pandas-dev__pandas-55079,No Misalignment,,
pandas-dev__pandas-55314,No Misalignment,,
pandas-dev__pandas-55370,No Misalignment,,
pandas-dev__pandas-55495,UL-1,,
pandas-dev__pandas-55518,"FP-2,SC-2",,
pandas-dev__pandas-55562,DP-1,,
pandas-dev__pandas-55568,No Misalignment,,
pandas-dev__pandas-55586,IS-1,,
pandas-dev__pandas-55754,No Misalignment,,
pandas-dev__pandas-55761,No Misalignment,,
pandas-dev__pandas-55963,UL-1,,
pandas-dev__pandas-56055,IS-2,,
pandas-dev__pandas-56245,No Misalignment,,
pandas-dev__pandas-56294,No Misalignment,,
pandas-dev__pandas-56321,No Misalignment,,
pandas-dev__pandas-56332,No Misalignment,,
pandas-dev__pandas-56370,SC-2,,
pandas-dev__pandas-56412,No Misalignment,,
pandas-dev__pandas-56515,"DP-1,IS-2",,
pandas-dev__pandas-56558,UL-1,,
pandas-dev__pandas-56616,UL-1,,
pandas-dev__pandas-56647,DP-1,,
pandas-dev__pandas-56691,No Misalignment,,
pandas-dev__pandas-56766,No Misalignment,,
pandas-dev__pandas-56772,No Misalignment,,
pandas-dev__pandas-56788,No Misalignment,,
pandas-dev__pandas-57046,SC-2,,
pandas-dev__pandas-57058,No Misalignment,,
pandas-dev__pandas-57060,No Misalignment,,
pandas-dev__pandas-57089,No Misalignment,,
pandas-dev__pandas-57173,No Misalignment,,
pandas-dev__pandas-57399,"DP-1,SC-2",,
pandas-dev__pandas-57439,No Misalignment,,
pandas-dev__pandas-57637,"SC-2,UL-1",,
pandas-dev__pandas-57800,IS-2,,
pandas-dev__pandas-57938,UL,,
pandas-dev__pandas-58030,No Misalignment,,
pandas-dev__pandas-58085,IS-2,,
pandas-dev__pandas-58172,No Misalignment,,
pandas-dev__pandas-58249,UL,,
pandas-dev__pandas-58250,No Misalignment,,
pandas-dev__pandas-58301,IS-1,,
pandas-dev__pandas-58438,No Misalignment,,
pandas-dev__pandas-58767,"SC-2,DP-1,UL-1",,
pandas-dev__pandas-47157,"UL-1,IS-1",,
pandas-dev__pandas-47361,No Misalignment,,
pandas-dev__pandas-47371,No Misalignment,,
pandas-dev__pandas-47446,"IS-2,SC-2",,
pandas-dev__pandas-47451,UL-1,,
pandas-dev__pandas-47493,No Misalignment,,
pandas-dev__pandas-47504,IS-2,,
pandas-dev__pandas-47528,"IS-1,UL-1",,
pandas-dev__pandas-47619, No Misalignment,,
pandas-dev__pandas-47714,No Misalignment,,
pandas-dev__pandas-47731,No Misalignment,,
pandas-dev__pandas-47763,No Misalignment,,
pandas-dev__pandas-47774,IS-2,,
pandas-dev__pandas-47780,SC-2,,
pandas-dev__pandas-47794,No Misalignment,,
pandas-dev__pandas-47840,No Misalignment,,
pandas-dev__pandas-47881,No Misalignment,,
pandas-dev__pandas-47927,No Misalignment,,
pandas-dev__pandas-47972,No Misalignment,,
pandas-dev__pandas-48058,No Misalignment,,
pandas-dev__pandas-48073,UL-1,,
pandas-dev__pandas-48094,"SC-1,UL-1",,
pandas-dev__pandas-48164,UL-1,,
pandas-dev__pandas-48167,IS-2,,
pandas-dev__pandas-48169,No Misalignment,,
pandas-dev__pandas-48246,No Misalignment,,
pandas-dev__pandas-48280,IS-1,,
pandas-dev__pandas-48321,UL-1,,
pandas-dev__pandas-48540,UL-1,,
pandas-dev__pandas-48576,"IS-2,SC-2,FP-2",,
pandas-dev__pandas-48637,No Misalignment,,
pandas-dev__pandas-48640,FP-2,,
pandas-dev__pandas-48643,No Misalignment,,
pandas-dev__pandas-48662,No Misalignment,,
pandas-dev__pandas-48676,No Misalignment,,
pandas-dev__pandas-48686,No Misalignment,,
pandas-dev__pandas-48691,"SC-1,UL-1",,
pandas-dev__pandas-48696,No Misalignment,,
pandas-dev__pandas-48702,"SC-1,DP-1",,
pandas-dev__pandas-48711,No Misalignment,,
pandas-dev__pandas-48734,No Misalignment,,
pandas-dev__pandas-48772,No Misalignment,,
pandas-dev__pandas-48776,"FP-2,DP-1",,
pandas-dev__pandas-48782,UL-1,,
pandas-dev__pandas-48890,"IS-2,UL-1",,
pandas-dev__pandas-48970,No Misalignment,,
pandas-dev__pandas-48987,No Misalignment,,
pandas-dev__pandas-49080,No Misalignment,,
pandas-dev__pandas-49155,No Misalignment,,
pandas-dev__pandas-49156,DP-1,,
pandas-dev__pandas-49169,No Misalignment,,
pandas-dev__pandas-49228,"SC-1,IS-2,UL-1",,
pandas-dev__pandas-49284,No Misalignment,,
pandas-dev__pandas-49290,"UL-1,FP-1,IS-2",,
pandas-dev__pandas-49348,No Misalignment,,
pandas-dev__pandas-49373,"SC-1,IS-2",,
pandas-dev__pandas-49377,No Misalignment,,
pandas-dev__pandas-49416,No Misalignment,,
pandas-dev__pandas-49453,FP-1,,
pandas-dev__pandas-49486,FP-1,,
pandas-dev__pandas-49566,"DP-1,IS-2",,
pandas-dev__pandas-49643,SC-2,,
pandas-dev__pandas-49706,"UL-1,IS-2",,
pandas-dev__pandas-49766,No Misalignment,,
pandas-dev__pandas-49864,No Misalignment,,
pandas-dev__pandas-49877,FP-1,,
pandas-dev__pandas-49893,No Misalignment,,
pandas-dev__pandas-49967,No Misalignment,,
pandas-dev__pandas-50020,UL-1,,
pandas-dev__pandas-50024,UL-1,,
pandas-dev__pandas-50044,IS-1,,
pandas-dev__pandas-50081,No Misalignment,,
pandas-dev__pandas-50150,No Misalignment,,
pandas-dev__pandas-50171,No Misalignment,,
pandas-dev__pandas-50175,No Misalignment,,
pandas-dev__pandas-50265,SC-1,,
pandas-dev__pandas-50316,No Misalignment,,
pandas-dev__pandas-50333,No Misalignment,,
pandas-dev__pandas-50366,"DP-2,UL-1",,
pandas-dev__pandas-50375,SC-1,,
pandas-dev__pandas-50398,"DP-1,UL-1",,
pandas-dev__pandas-50414,No Misalignment,,
pandas-dev__pandas-50435,IS-2,,
pandas-dev__pandas-50507,No Misalignment,,
pandas-dev__pandas-50545,"SC-1,FP-2",,
pandas-dev__pandas-50548,SC-1,,
pandas-dev__pandas-50622,UL-1,,
pandas-dev__pandas-50635,No Misalignment,,
pandas-dev__pandas-50713,No Misalignment,,
pandas-dev__pandas-50714,No Misalignment,,
pandas-dev__pandas-50719,No Misalignment,,
pandas-dev__pandas-50748,No Misalignment,,
pandas-dev__pandas-50760,No Misalignment,,
pandas-dev__pandas-50764,SC-1,,
pandas-dev__pandas-50773,No Misalignment,,
pandas-dev__pandas-50774,"SC-1,FP-2",,
pandas-dev__pandas-50793,"UL-1,IS-1,Others",,
pandas-dev__pandas-50844,No Misalignment,,
pandas-dev__pandas-50857,"DP-1,SC-1,IS-2",,
pandas-dev__pandas-50876,No Misalignment,,
pandas-dev__pandas-50901,"SC-2,IS-2",,
pandas-dev__pandas-50930,No Misalignment,,
pandas-dev__pandas-50947,"UL-1,FP-1,IS-2",,
pandas-dev__pandas-50949,UL-1,,
pandas-dev__pandas-50976,IS-2,,
pandas-dev__pandas-50986,No Misalignment,,
pandas-dev__pandas-50988,No Misalignment,,
pandas-dev__pandas-50992,FP-2,,
pandas-dev__pandas-51005,No Misalignment,,
pandas-dev__pandas-51057,No Misalignment,,
pandas-dev__pandas-51139,IS-2,,
pandas-dev__pandas-51157,No Misalignment,,
pandas-dev__pandas-51175,No Misalignment,,
pandas-dev__pandas-51191,No Misalignment,,
pandas-dev__pandas-51320,No Misalignment,,
pandas-dev__pandas-51333,No Misalignment,,
pandas-dev__pandas-51395,UL-1,,
pandas-dev__pandas-51414,No Misalignment,,
pandas-dev__pandas-51477,"SC-1,UL-1",,
pandas-dev__pandas-51525,"UL-1,SC-2,DP-1,FP-2",,
pandas-dev__pandas-51538,No Misalignment,,
pandas-dev__pandas-51542,No Misalignment,,
pandas-dev__pandas-51548,No Misalignment,,
pandas-dev__pandas-51631,No Misalignment,,
pandas-dev__pandas-51645,"SC-1,UL-1,DP-1",,
pandas-dev__pandas-51689,No Misalignment,,
pandas-dev__pandas-51697,No Misalignment,,
pandas-dev__pandas-51741,No Misalignment,,
pandas-dev__pandas-51756,UL-1,,
pandas-dev__pandas-51777,No Misalignment,,
pandas-dev__pandas-51790,"UL-1,SC-2",,
pandas-dev__pandas-51793,No Misalignment,,
pandas-dev__pandas-51811,UL-1,,
pandas-dev__pandas-51854,SC-2,,
pandas-dev__pandas-51895,No Misalignment,,
pandas-dev__pandas-51901,UL-1,,
pandas-dev__pandas-51947,No Misalignment,,
pandas-dev__pandas-51976,No Misalignment,,
pandas-dev__pandas-51978,SC-3,,
pandas-dev__pandas-51985,No Misalignment,,
pandas-dev__pandas-52018,"SC-1,UL-1",,
pandas-dev__pandas-52076,No Misalignment,,
pandas-dev__pandas-52096,"UL-1,SC-2",,
pandas-dev__pandas-52112,SC-2,,
pandas-dev__pandas-52115,DP-2,,
pandas-dev__pandas-52123,"DP-1,UL-1",,
pandas-dev__pandas-52130,"SC-1,UL-1",,
pandas-dev__pandas-52143,"SC-1, IS-2,UL-1",,
pandas-dev__pandas-52195,No Misalignment,,
pandas-dev__pandas-52201,No Misalignment,,
pandas-dev__pandas-52202,Others,,
pandas-dev__pandas-52212,FP-2,,
pandas-dev__pandas-52268,"UL-1,IS-2",,
pandas-dev__pandas-52281,"UL-1,SC-1,IS-2",,
pandas-dev__pandas-52330,No Misalignment,,
pandas-dev__pandas-52333,"DP-1,FP-1",,
pandas-dev__pandas-52337,UL-1,,
pandas-dev__pandas-52391,No Misalignment,,
pandas-dev__pandas-52422,No Misalignment,,
pandas-dev__pandas-52426,"IS-1,SC-3",,
pandas-dev__pandas-52446,No Misalignment,,
pandas-dev__pandas-52470,No Misalignment,,
pandas-dev__pandas-52477,"IS-2,UL-1,DP-1",,
pandas-dev__pandas-52528,No Misalignment,,
pandas-dev__pandas-52532,UL-1,,
pandas-dev__pandas-52551,SC-3,,
pandas-dev__pandas-52567,UL-1,,
pandas-dev__pandas-52577,No Misalignment,,
pandas-dev__pandas-52992,UL-1,,
pandas-dev__pandas-53043,UL-1,,
pandas-dev__pandas-53044,No Misalignment,,
pandas-dev__pandas-53049,No Misalignment,,
pandas-dev__pandas-53118,No Misalignment,,
pandas-dev__pandas-53161,No Misalignment,,
pandas-dev__pandas-53205,IS-2,,
pandas-dev__pandas-53215,IS-2,,
pandas-dev__pandas-53216,SC-2,,
pandas-dev__pandas-53220,No Misalignment,,
pandas-dev__pandas-53223,No Misalignment,,
pandas-dev__pandas-53237,IS-2,,
pandas-dev__pandas-53257,No Misalignment,,
pandas-dev__pandas-53272,No Misalignment,,
pandas-dev__pandas-53288,No Misalignment,,
pandas-dev__pandas-53296,No Misalignment,,
pandas-dev__pandas-53298,FP-1,,
pandas-dev__pandas-53301,UL-1,,
pandas-dev__pandas-53344,SC-3,,
pandas-dev__pandas-53375,No Misalignment,,
pandas-dev__pandas-53391,No Misalignment,,
pandas-dev__pandas-53409,UL-1,,
pandas-dev__pandas-53419,"UL-1,IS-2",,
pandas-dev__pandas-53421,"DP-1,UL-1,IS-2",,
pandas-dev__pandas-53458,SC-2,,
pandas-dev__pandas-53494,UL-1,,
pandas-dev__pandas-53517,No Misalignment,,
pandas-dev__pandas-53519,"SC-1,IS-2,FP-2",,
pandas-dev__pandas-53607,UL-1,,
pandas-dev__pandas-53638,UL-1,,
pandas-dev__pandas-53641,No Misalignment,,
pandas-dev__pandas-53651,No Misalignment,,
pandas-dev__pandas-53652,No Misalignment,,
pandas-dev__pandas-53697,DP-1,,
pandas-dev__pandas-53709,No Misalignment,,
pandas-dev__pandas-53710,UL-1,,
pandas-dev__pandas-53736,No Misalignment,,
pandas-dev__pandas-53764,No Misalignment,,
pandas-dev__pandas-53769,"IS-1,UL-1",,
pandas-dev__pandas-53787,No Misalignment,,
pandas-dev__pandas-53805,UL-1,,
pandas-dev__pandas-53830,UL-1,,
pandas-dev__pandas-53844,No Misalignment,,
pandas-dev__pandas-53962,No Misalignment,,
pandas-dev__pandas-53975,"UL-1,IS-2",,
pandas-dev__pandas-54001,"FP-2,UL-1",,
pandas-dev__pandas-54002,No Misalignment,,
pandas-dev__pandas-54015,No Misalignment,,
pandas-dev__pandas-54027,No Misalignment,,
pandas-dev__pandas-54068,IS-1,,
pandas-dev__pandas-54098,"UL-1,IS-2",,
pandas-dev__pandas-54102,No Misalignment,,
pandas-dev__pandas-54115,"IS-2,UL-1",,
pandas-dev__pandas-54129,"SC-3,IS-1",,
pandas-dev__pandas-54130,No Misalignment,,
pandas-dev__pandas-54133,No Misalignment,,
pandas-dev__pandas-54159,IS-2,,
pandas-dev__pandas-54166,No Misalignment,,
pandas-dev__pandas-54186,No Misalignment,,
pandas-dev__pandas-54234,SC-2,,
pandas-dev__pandas-54272,No Misalignment,,
pandas-dev__pandas-54302,No Misalignment,,
pandas-dev__pandas-54306,No Misalignment,,
pandas-dev__pandas-54372,No Misalignment,,
pandas-dev__pandas-54388,IS-2,,
pandas-dev__pandas-54428,No Misalignment,,
pandas-dev__pandas-54451,No Misalignment,,
pandas-dev__pandas-54460,No Misalignment,,
pandas-dev__pandas-54687,DP-1,,
pandas-dev__pandas-55115,No Misalignment,,
pandas-dev__pandas-55227,DP-1,,
pandas-dev__pandas-55249,No Misalignment,,
pandas-dev__pandas-55257,UL-1,,
pandas-dev__pandas-55259,No Misalignment,,
pandas-dev__pandas-55340,FP-2,,
pandas-dev__pandas-55395,No Misalignment,,
pandas-dev__pandas-55448,UL-1,,
pandas-dev__pandas-55580,No Misalignment,,
pandas-dev__pandas-55670,DP-1,,
pandas-dev__pandas-55690,No Misalignment,,
pandas-dev__pandas-55719,UL-1,,
pandas-dev__pandas-55738,"SC-1,UL-1",,
pandas-dev__pandas-55764,No Misalignment,,
pandas-dev__pandas-55777,"UL-1,IS-2",,
pandas-dev__pandas-55793,UL-1,,
pandas-dev__pandas-55844,"UL-1,DP-1,IS-2",,
pandas-dev__pandas-55868,No Misalignment,,
pandas-dev__pandas-55895,UL-1,,
pandas-dev__pandas-55927,UL-1,,
pandas-dev__pandas-55929,No Misalignment,,
pandas-dev__pandas-55930,No Misalignment,,
pandas-dev__pandas-55933,FP-1,,
pandas-dev__pandas-55968,UL-1,,
pandas-dev__pandas-56016,SC-2,,
pandas-dev__pandas-56053,UL-1,,
pandas-dev__pandas-56054,No Misalignment,,
pandas-dev__pandas-56059,"UL-1,IS-2",,
pandas-dev__pandas-56120,"UL-1,IS-2",,
pandas-dev__pandas-56149,No Misalignment,,
pandas-dev__pandas-56175,UL-1,,
pandas-dev__pandas-56220,UL-1,,
pandas-dev__pandas-56237,UL-1 ,,
pandas-dev__pandas-56244,UL-1,,
pandas-dev__pandas-56250,SC-1,,
pandas-dev__pandas-56281,IS-2,,
pandas-dev__pandas-56291,SC-2,,
pandas-dev__pandas-56334,UL-1,,
pandas-dev__pandas-56347,UL-1,,
pandas-dev__pandas-56350,No Misalignment,,
pandas-dev__pandas-56365,IS-2,,
pandas-dev__pandas-56368,UL-1,,
pandas-dev__pandas-56371,No Misalignment,,
pandas-dev__pandas-56385,UL-1,,
pandas-dev__pandas-56419,"FP-1,UL-1",,
pandas-dev__pandas-56421,UL-1,,
pandas-dev__pandas-56426,No Misalignment,,
pandas-dev__pandas-56484,"DP-1,SC-1",,
pandas-dev__pandas-56487,No Misalignment,,
pandas-dev__pandas-56490,No Misalignment,,
pandas-dev__pandas-56522,No Misalignment,,
pandas-dev__pandas-56531,"DP-1, IS-2",,
pandas-dev__pandas-56538,No Misalignment,,
pandas-dev__pandas-56580,No Misalignment,,
pandas-dev__pandas-56594,"IS-2,UL-1",,
pandas-dev__pandas-56613,No Misalignment,,
pandas-dev__pandas-56677,SC-1,,
pandas-dev__pandas-56767,DP-1,,
pandas-dev__pandas-56769,No Misalignment,,
pandas-dev__pandas-56802,No Misalignment,,
pandas-dev__pandas-56906,No Misalignment,,
pandas-dev__pandas-56981,No Misalignment,,
pandas-dev__pandas-56985,No Misalignment,,
pandas-dev__pandas-57018,No Misalignment,,
pandas-dev__pandas-57061,No Misalignment,,
pandas-dev__pandas-57101,No Misalignment,,
pandas-dev__pandas-57102,"IS-2,SC-2",,
pandas-dev__pandas-57116,No Misalignment,,
pandas-dev__pandas-57139,No Misalignment,,
pandas-dev__pandas-57157,SC-3,,
pandas-dev__pandas-57175,No Misalignment,,
pandas-dev__pandas-57205,No Misalignment,,
pandas-dev__pandas-57208,No Misalignment,,
pandas-dev__pandas-57250,No Misalignment,,
pandas-dev__pandas-57272,No Misalignment,,
pandas-dev__pandas-57295,IS-2,,
pandas-dev__pandas-57323,No Misalignment,,
pandas-dev__pandas-57329,No Misalignment,,
pandas-dev__pandas-57333,No Misalignment,,
pandas-dev__pandas-57361,No Misalignment,,
pandas-dev__pandas-57372,DP-2,,
pandas-dev__pandas-57375,UL-1,,
pandas-dev__pandas-57422,No Misalignment,,
pandas-dev__pandas-57474,No Misalignment,,
pandas-dev__pandas-57489,No Misalignment,,
pandas-dev__pandas-57536,No Misalignment,,
pandas-dev__pandas-57548,No Misalignment,,
pandas-dev__pandas-57570,FP-1,,
pandas-dev__pandas-57679,No Misalignment,,
pandas-dev__pandas-57697,No Misalignment,,
pandas-dev__pandas-57758,No Misalignment,,
pandas-dev__pandas-57764,SC-1,,
pandas-dev__pandas-57779,No Misalignment,,
pandas-dev__pandas-57783,No Misalignment,,
pandas-dev__pandas-57865,No Misalignment,,
pandas-dev__pandas-57875,UL-1,,
pandas-dev__pandas-57957,No Misalignment,,
pandas-dev__pandas-57965,No Misalignment,,
pandas-dev__pandas-57968,"UL-1,IS-2",,
pandas-dev__pandas-57985,IS-2,,
pandas-dev__pandas-58028,No Misalignment,,
pandas-dev__pandas-58084,No Misalignment,,
pandas-dev__pandas-58148,No Misalignment,,
pandas-dev__pandas-58226,UL-1,,
pandas-dev__pandas-58231,SC-2,,
pandas-dev__pandas-58335,IS-1,,
pandas-dev__pandas-58360,No Misalignment,,
pandas-dev__pandas-58369,No Misalignment,,
pandas-dev__pandas-58383,UL-1,,
pandas-dev__pandas-58437,No Misalignment,,
pandas-dev__pandas-58549,SC-3,,
pandas-dev__pandas-58724,No Misalignment,,
pandas-dev__pandas-58733,"SC-1, DP-2",,
python__mypy-16356,No Misalignment
python__mypy-11489,No Misalignment
python__mypy-10288,No Misalignment
python__mypy-9742,"SC-4,FP-2"
python__mypy-15327,No Misalignment
python__mypy-15403,SC-2
python__mypy-16074,No Misalignment
python__mypy-16608,SC-2
python__mypy-11329,"DP-1,IS-2"
python__mypy-12548,No Misalignment
python__mypy-11273,DP-1
python__mypy-13514,"SC-2,IS-2"
python__mypy-16670,No Misalignment
conan-io__conan-12695,UL-1
conan-io__conan-10812,"SC-2,UL-1"
conan-io__conan-13390,"SC-2,UL-1"
conan-io__conan-13622,"IS-2,UL-1"
conan-io__conan-14362,UL-1
conan-io__conan-12762,No Misalignment
conan-io__conan-14616,No Misalignment
conan-io__conan-11803,No Misalignment
conan-io__conan-9099,IS-2
conan-io__conan-10975,UL-1
conan-io__conan-9431,No Misalignment
conan-io__conan-14727,No Misalignment
conan-io__conan-13757,No Misalignment
conan-io__conan-15007,"SC-2,UL-1"
conan-io__conan-14164,No Misalignment
conan-io__conan-14167,No Misalignment
conan-io__conan-14195,No Misalignment
conan-io__conan-14378,IS-1
conan-io__conan-9758,No Misalignment
conan-io__conan-10874,No Misalignment
conan-io__conan-10917,DP-1
conan-io__conan-10213,IS-1
conan-io__conan-13450,No Misalignment
conan-io__conan-11348,"IS-2,UL-1"
conan-io__conan-10959,No Misalignment
conan-io__conan-16350,No Misalignment
conan-io__conan-14254,"IS-2,UL-1"
conan-io__conan-15109,No Misalignment
conan-io__conan-12086,No Misalignment
conan-io__conan-16038,IS-2
conan-io__conan-12353,No Misalignment
conan-io__conan-8355,"DP-1,IS-2"
conan-io__conan-14760,No Misalignment
conan-io__conan-12307,SC-3
conan-io__conan-10875,"FP-1,IS-1"
conan-io__conan-14051,No Misalignment
conan-io__conan-10941,No Misalignment
conan-io__conan-13623,SC-4
conan-io__conan-13729,"SC-1,FP-2,DP-1"
conan-io__conan-11666,"SC-2,IS-2"
conan-io__conan-15699,No Misalignment
conan-io__conan-11655,"SC-2,DP-1"
conan-io__conan-10960,No Misalignment
conan-io__conan-15121,No Misalignment
conan-io__conan-14185,No Misalignment
conan-io__conan-14795,No Misalignment
conan-io__conan-14532,DP-1
conan-io__conan-10408,"DP-1,IS-2"
conan-io__conan-12854,"SC-2,UL-1"
conan-io__conan-15185,No Misalignment
conan-io__conan-12578,No Misalignment
conan-io__conan-14709,No Misalignment
conan-io__conan-16103,UL-1
conan-io__conan-15950,No Misalignment
conan-io__conan-14397,No Misalignment
conan-io__conan-11799,UL-1
conan-io__conan-10978,SC-2
conan-io__conan-15514,IS-2
conan-io__conan-10686,UL-1
conan-io__conan-16028,SC-3
conan-io__conan-11330,No Misalignment
conan-io__conan-15931,No Misalignment
conan-io__conan-11505,"SC-2,UL-1"
iterative__dvc-6893,No Misalignment
iterative__dvc-5064,"SC-1,IS-2,UL-1"
iterative__dvc-1855,No Misalignment
iterative__dvc-3876,No Misalignment
iterative__dvc-4011,SC-2
iterative__dvc-2153,No Misalignment
iterative__dvc-1809,No Misalignment
iterative__dvc-4613,No Misalignment
iterative__dvc-6799,No Misalignment
iterative__dvc-3784,No Misalignment
iterative__dvc-3532,IS-2
iterative__dvc-9646,No Misalignment
iterative__dvc-6855,UL-1
iterative__dvc-1651,No Misalignment
iterative__dvc-4670,No Misalignment
iterative__dvc-9533,No Misalignment
iterative__dvc-4538,No Misalignment
iterative__dvc-3472,"IS-2,UL-1"
iterative__dvc-4149,No Misalignment
iterative__dvc-4034,No Misalignment
iterative__dvc-4075,No Misalignment
iterative__dvc-5747,No Misalignment
iterative__dvc-1700,No Misalignment
iterative__dvc-5888,No Misalignment
iterative__dvc-1637,No Misalignment
iterative__dvc-9498,IS-2
iterative__dvc-6600,No Misalignment
iterative__dvc-5818,SC-2
iterative__dvc-1684,No Misalignment
iterative__dvc-9783,UL-1
iterative__dvc-8904,No Misalignment
iterative__dvc-4623,No Misalignment
iterative__dvc-10218,No Misalignment
iterative__dvc-1781,No Misalignment
iterative__dvc-1980,IS-2
